sentiment,content
worry,"I hate to say this, but CLA really should have had a press conference or something today."
happiness,@loonyboi You rule for doing this! I bought the second game at full price and lost it in a move.
neutral,@britneyxsucks I hope they come
empty,burning all my imovies over to dvds because im computers getting replaced..
sadness,My head hurts
neutral,@ShropshirePixie opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef
sadness,"whatever. i give up, my phones about to die anyway.  next time"
worry,Families  I really feel for some people and wish I could help but I can't
love,@punslingerr  i love jeopardy ...take that!
sadness,@suewaters Sorry - I have failed to grasp your meaning
worry,Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great
sadness,"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to &quot;strange activities&quot;"
hate,general cleaning! i hate cleaning
worry,feels very very sick  hmph.
surprise,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever."
love,It baffles me how much Radio Shack isn't the same Radio Shack I grew up with
worry,@StaceMichelle I doubt I'll get one to be honest
neutral,@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww
neutral,"@dr00ness I wasn't  I was with the bf at the time, and am now omw to class. What is this new Kaggra,?"
worry,I'm really nervous about giving a speech at a wedding tomorrow
sadness,@xchristineannx Aww I'm sorry your boys are sick.   I'll keep my fingers crossed for no tails. lol Stay well youself and get better boys!
love,@PanicCrew still no michigan shows    where's the love??
neutral,Have to go to my old house and finish moving.
fun,@spjwebster wish @njwebster was coming too  I guess we can make time for you though if we have to ;)
hate,I miss my saraH. baby come back!  (fuck bbvag smell.)
worry,Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.
sadness,Looks like its another night at the office lol
worry,its about to storm..soo much 4 goin out  ..ill just play on the net for awhile
boredom,"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long"
empty,has a saw thumb from playing Virtua Tennis...
worry,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop
worry,peeling so much!!   ..I feel so bad
worry,@NKOTB So when are you guys coming to Alabama...you were supposed to be there tonight but cancelled...I had great seats
worry,@livlovsmileGRN what happened? I thought you were coming back today....
worry,just wake up.and i got flu  http://plurk.com/p/x2zp6
love,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well"
worry,@saragarth Thank yooou! I might have to get it seen to... hm...  xx
enthusiasm,"@grypes noooo! Little piggies.  i'll vote anyway, hmpf. We need to hang out soon pls. :hugs!:"
worry,@cherylsayshi i thought it was just me that was like really hot. My room is too hot to sleep in
worry,@markymark7 Omg really??  I sowwy! I'll do it again! :-p I was tired when I did that this morning. :-p lol!
worry,"@gosner living in harlem, i can say for sure that there is far more pollution here than in other parts of nyc where i've lived."
worry,I want to panic
neutral,@CarlaHanton yea it is.  thanks for the link.
sadness,"When you see me, point and laugh. I'm ugly."
sadness,home alone on a friday night  doesnt get sadder than that folks
worry,"3 days left of school!  For Bryce and Tyler, that's 3 more days of elementary"
hate,Ew traffic
hate,hates getting wasted
neutral,Grrrr....I got the wrong size coat for the sheep
sadness,needs to see a band live.. damn Blink for not coming to the UK this year!  ..anyone wanna go see Billy Bragg or Colin Blunstone with me?
enthusiasm,I really want to go see UP!  haha. Tooo cute! (:
neutral,"Beers &amp; whiskey = awesomness, work in 8 hours = sourness"
sadness,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.
sadness,@teemwilliams MICHELLEEEEEEEEEEEEMYBELLEEEEEEEEEEEEEEEEEE *snif snif*
worry,@FAITHL0VEH0PE I guess if you can't accept me....i'll have to keep it movin
worry,@LesbianDad i really wish i could make it! a 12 hr. drive just isn't going to happen this weekend.
neutral,missing Tim!
sadness,Not in front of the tv  wats the score an inning??
worry,@umassdilo PE and AA? That's a toss up. Did your mother have a &quot;fun&quot; time dealing with American Airlines (I assume)??
sadness,"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya'll this weekend. I'm already gettin sad"
sadness,"Oh dang! 'Drag Me To Hell' came out today, didn't it? Man, I wish I remembered; I would have gone and seen it."
love,@iimJacko O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to fuck u..?
worry,I left my ipod in the car so now its all warm.
worry,@juicystar007 ahhh im on your blogtv waiting room
sadness,@Trillian711 I had an account at a local comic store that I ran to 4k  at one time
sadness,How amazing is hollyoaks! But my poor warren lmao!
neutral,@francaiskitty I miss rollerblading down Shoreline.
surprise,@szsz Wow- you are sharing some of my long list.
love,"I love my brothers  I miss them, I see them tomorrow! They  are my rock."
worry,I want to go see Drag Me To Hell tonight. But no one to go with
sadness,@backseatgoodbye aww...thats a bummer
worry,Doesn't feel well and Derek won't get me any medicine
empty,@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.
sadness,"@Nextman305 I wish, but nah babe back I home in the ATL"
worry,I think I may have ruined a friendship this week by getting carried away
sadness,Missing the shotgun match because I was guilted into going to the store with the wife.
worry,Giving up. Everyone and their cat is using Castle.DynamicProxy2. 3 out of 4 of my dependencies need each a different version of DynProxy2
happiness,@LadyRedCrest @miss_hazy  Have safe trips! And Indy is my home
sadness,@snoozen i think i'll be home more than i want to be next week - no work booked in for the forseeable.
worry,@marialuvsu i guess ill never have it  but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret
worry,@omoly girl i am buying &amp; posting your pressie tomorrow but i have no fucking clue what to get you so i'm sorry if you hate it
sadness,I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???
neutral,At my cousins wake
worry,@paulatoole Sorry  I wasn't doing the inviting...all single women I think.
sadness,"Just to drive @tweetie crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore"
surprise,@XcourtneylisaX well i really cant belive that  xxx
love,"@dougiemcfly you're ALWAYS awesome, Dougie. have a great gig tonight, wish I were there again  Love you, thanks for yesterday!"
worry,Brittany moved
hate,@hollay I hate you
worry,I don't wanna be single the rest of my life
worry,mom is on her way home  but yay for mother son days! she even bought some new shoes. haha.
neutral,@enithhernandez I apologize for the trollcat crap. I misunderstood the concept
love,"@lucylumcfly thhaanks!  , i wish too"
sadness,@PaperCakes  i hate when that happens. i hope you figure it out soon!
worry,"is bored, cant go on habbo stupid ban"
love,@swtcupcake Not sure it didn't say it was 2 big. I jst saw the pics of u on ur last bday. You looked so pretty!! I miss you!!
happiness,"@Gemma_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!"
neutral,"All dressed, showered and clean-shaven and I have nowhere to go on a Friday night"
neutral,@Shangstavic ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!
sadness,I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?
fun,"@JadeSkylar - oh, COOL!! D. I'm going to like a bunchh of JB shows this summer... I am so broke now though  haha"
sadness,"@katrchrdsn Without whipped topping, there is no shortcake.   #shortcakefail"
anger,FUCK. slept in
surprise,@ineska awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.
worry,"feels a sinus headache brewing, but can't take drugs."
happiness,@dougiemcfly good show for you guys .. i wish i could be there to see you
worry,Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.  xxx
worry,I'm at work!!!! Ugghhhhh someone save me now
sadness,i dont wanna miss the laker game tonight! i'm so sad
relief,"@eric_extacy lol i know eric, i wont delete you! just people i dont really know and never talk. and bands"
worry,"What a gloomy day in the OC,Cali"
worry,@ubringmejoi in spoke to you yesterday and u didnt respond girl  wassup though!
worry,I wish I lived closer to the girls.  I'm tryna chill on a Friday night!    (@winonapatron next weekeeend! Drink all day AND night?!)
worry,@mia423 Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....
relief,@MitaliandMe thanks for trying
worry,Now I feel sick.
hate,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.
sadness,@krooyakkers what I thought ur going somewhere that's why I didn't invitw u
worry,@oxEmalieexo: Awwwwwwwwwwe  That okay. I missed bullet's concert in toronto last summer 'cause i had just gotten into them D:
neutral,@akte does this mean you're leaving me?
neutral,sold out
sadness,heading to graduation  I do NOT like this....oh and Nick....I'll be looking for you....
worry,I should go shower but FFAF is fucking distraaaaacting
neutral,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?
love,Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS
hate,ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now
empty,Trader Joe's &quot;sushi&quot; is a fail.
happiness,@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx
surprise,"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I'm officially moved from Knoxville."
neutral,guess i wasnt on next. now im in 2 songs. 3 guys at stage....one looks like my dad. ones mexican  and then some chubby bald guy hahahaha
worry,not ready to say goodbye to spring awakening tomorrow. ugh  anyone else going to be there???
worry,people are not twitting very much today
empty,Bored out of my mind!  LOL
sadness,i called kris he didn't pick up i feel really bad ha ha
worry,@mrsBAUERxo why has it been so long since i have talked to you let alone seen you?? it makes me sad
neutral,me salvem
worry,"I am having serious cig craving... head for kitchen, let the non smoker weight gain begin"
worry,missing his voice
worry,Omg! Really? I just ran into a wall
worry,enchiladas weren't as good as I thought they would be     now I know why I don't eat mexican
worry,Is it sad that I'm a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.
sadness,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work
neutral,@supjoya they really do. it is a crying shame.
fun,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew
